Brand,Year,Model,UsedOrNew,Transmission,EngineSize,DriveType,FuelType,FuelConsumptionPer100km,Kilometres,ExteriorColour,CylindersinEngine,BodyType,Seats,Price,City,State
Honda,2016,Civic,USED,Automatic,1.5,Front,Unleaded,6.0,35612,Silver,4,Sedan,5,24888,Liverpool,NSW
Audi,2013,A3,USED,Automatic,1.8,Front,Premium,6.7,148265,Brown,4,Hatchback,5,13999,Leichhardt,NSW
Hyundai,2018,I30,USED,Automatic,1.6,Front,Unleaded,7.1,83494,Black,4,Hatchback,5,27950,Minto,NSW
Mazda,2012,2,USED,Automatic,1.5,Front,Unleaded,6.8,85492,Silver,4,Hatchback,5,13990,Lidcombe,NSW
Volkswagen,2013,Tiguan,USED,Automatic,2.0,AWD,Premium,8.8,126408,Grey,4,SUV,5,19999,Cardiff,NSW
Renault,2017,Trafic,USED,Manual,1.6,Front,Diesel,6.2,173156,White,4,Commercial,3,22950,Granville,NSW
Peugeot,2013,208,USED,Manual,1.6,Front,Premium,5.9,78783,Grey,4,Hatchback,5,14990,Granville,NSW
Land,2020,Rover,USED,Automatic,2.0,AWD,Premium,8.1,26227,Black,4,SUV,5,69800,Rozelle,NSW
Honda,2017,HR-V,USED,Automatic,1.8,Front,Unleaded,6.6,101821,Black,4,SUV,5,20995,Minchinbury,NSW
Mitsubishi,2014,Triton,USED,Manual,2.5,4WD,Diesel,8.1,221872,White,4,Ute / Tray,5,14413,Cardiff,NSW
Nissan,2015,Pulsar,USED,Automatic,1.8,Front,Unleaded,6.7,90691,White,4,Sedan,5,14776,Liverpool,NSW
Mazda,2018,6,USED,Automatic,2.5,Front,Unleaded,7.0,24305,Blue,4,Sedan,5,29990,Arncliffe,NSW
Audi,2007,A4,USED,Automatic,2.0,Front,Premium,8.3,168901,Silver,4,Sedan,5,7950,Petersham,NSW
Honda,2005,Accord,USED,Automatic,2.4,Front,Unleaded,9.3,167562,Gold,4,Sedan,5,7949,Lansvale,NSW
Audi,2016,SQ5,USED,Automatic,3.0,AWD,Diesel,6.8,152995,Grey,6,SUV,5,29999,Five Dock,NSW
Toyota,2007,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,236946,Silver,4,Sedan,5,8880,Kirrawee,NSW
Holden,2011,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.8,183580,Silver,6,Wagon,5,12990,Adamstown,NSW
Nissan,2015,X-Trail,USED,Automatic,1.6,Front,Diesel,5.3,124882,Red,4,SUV,5,19888,Liverpool,NSW
Mazda,2005,6,USED,Automatic,2.3,Front,Premium,8.9,247519,Gold,4,Sedan,5,5950,Minto,NSW
Audi,2021,Q3,USED,Automatic,1.4,Front,Premium,7.2,9819,Blue,4,SUV,5,51990,Jamisontown,NSW
Lexus,2004,IS300,USED,Automatic,3.0,Rear,Unleaded,10.5,124230,Black,6,Sedan,5,16000,Minto,NSW
Mitsubishi,2020,Triton,USED,Automatic,2.4,Rear,Diesel,8.3,43839,White,4,Ute / Tray,2,33990,Gateshead,NSW
Hyundai,2012,I30,USED,Automatic,1.8,Front,Unleaded,6.9,106286,Silver,4,Hatchback,5,16990,Minchinbury,NSW
Toyota,2018,Kluger,USED,Automatic,3.5,Front,Unleaded,9.1,128601,White,6,SUV,7,36888,Blacktown,NSW
Subaru,2011,Outback,USED,Automatic,3.6,AWD,Premium,10.3,91016,Black,6,SUV,5,16999,Brookvale,NSW
Jaguar,2014,XF,USED,Automatic,2.2,Rear,Diesel,5.2,38821,Grey,4,Sedan,5,29800,Rozelle,NSW
Nissan,2015,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,94239,White,4,SUV,7,22990,Minchinbury,NSW
Ford,2013,Ranger,USED,Manual,3.2,4WD,Diesel,9.4,167122,White,5,Ute / Tray,5,23913,Cardiff,NSW
Honda,2004,Accord,USED,Automatic,2.4,Front,Premium,9.4,207966,Silver,4,Sedan,5,8990,Cabramatta,NSW
Ford,2017,Ranger,USED,Manual,3.2,4WD,Diesel,8.3,108767,-,5,Ute / Tray,2,29999,Mcgraths Hill,NSW
Volkswagen,2015,Polo,USED,Automatic,1.2,Front,Premium,4.8,39578,White,4,Hatchback,5,16420,Leichhardt,NSW
Mazda,2015,2,USED,Automatic,1.5,Front,Unleaded,4.9,105633,Red,4,Hatchback,5,16990,Brookvale,NSW
Nissan,2002,Pulsar,USED,Automatic,1.8,Front,Unleaded,8.0,169981,Blue,4,Sedan,5,7880,Minchinbury,NSW
Hyundai,2015,Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,138263,White,4,Hatchback,4,21995,Minchinbury,NSW
Toyota,2006,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,238016,Silver,4,Hatchback,5,5999,Kurri Kurri,NSW
Audi,2014,Q3,USED,Automatic,2.0,AWD,Diesel,5.9,73021,White,4,SUV,5,27995,Minchinbury,NSW
Holden,2010,Cruze,USED,Automatic,2.0,Front,Diesel,6.9,106831,Silver,4,Sedan,5,8995,Bankstown,NSW
Hyundai,2012,I30,USED,Automatic,2.0,Front,Unleaded,7.6,209552,Red,4,Hatchback,5,7995,Minchinbury,NSW
Mitsubishi,2021,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.2,51311,Red,4,SUV,5,30888,Ryde,NSW
Toyota,2022,Yaris,USED,Automatic,1.5,Front,Hybrid,3.3,17984,Brown,3,Hatchback,5,39990,East Maitland,NSW
Jeep,2014,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,137763,Black,6,SUV,5,24990,Mount Druitt,NSW
Honda,2022,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,21532,Grey,4,SUV,5,39990,Banksia,NSW
Land,2015,Rover,USED,Automatic,3.0,4WD,Diesel,8.8,139968,Black,6,SUV,7,54990,Castle Hill,NSW
MG,2022,ZS,DEMO,Automatic,1.5,Front,Unleaded,7.1,15,Blue,4,SUV,5,23690,Blacktown,NSW
Mitsubishi,2015,Triton,USED,Manual,2.4,4WD,Diesel,7.2,154276,Silver,4,Ute / Tray,5,28990,Adamstown,NSW
Mercedes-Benz,2009,E500,USED,Automatic,5.5,Rear,Premium,11.0,98170,Black,8,Sedan,5,34990,Rozelle,NSW
Kia,2013,RIO,USED,Manual,1.4,Front,Unleaded,5.7,131990,Silver,4,Hatchback,5,11490,Smeaton Grange,NSW
Toyota,2019,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,173605,White,4,Hatchback,5,18995,Sylvania,NSW
Toyota,2017,HiAce,USED,Automatic,3.0,Rear,Diesel,8.7,160331,White,4,Commercial,2,34995,Lidcombe,NSW
Holden,2010,Commodore,USED,Automatic,3.0,Rear,Unleaded,9.3,203500,White,6,Wagon,5,7995,Minchinbury,NSW
Toyota,2018,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,37726,White,4,Ute / Tray,5,49913,Cardiff,NSW
Mazda,2018,3,USED,Automatic,2.5,Front,Unleaded,6.1,50304,White,4,Hatchback,5,23400,Jamisontown,NSW
BMW,2018,M140I,USED,Automatic,3.0,Rear,Premium,7.1,59223,White,6,Hatchback,5,44990,Castle Hill,NSW
Hyundai,2013,Accent,USED,Automatic,1.6,Front,Unleaded,6.4,103629,Silver,4,Sedan,5,12995,Minchinbury,NSW
Jeep,2015,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,92805,Red,6,SUV,5,23913,Cardiff,NSW
Mercedes-Benz,2005,C200,USED,Automatic,1.8,Rear,Unleaded,9.5,98800,Black,4,Sedan,5,9888,Brookvale,NSW
Holden,2009,Commodore,USED,Automatic,3.6,Rear,Unleaded,11.0,127994,Silver,6,Wagon,5,13990,Sylvania,NSW
Subaru,2015,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.8,171352,Black,4,Hatchback,5,15999,Homebush,NSW
Mazda,2015,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,31931,White,5,Ute / Tray,5,38800,Smithfield,NSW
Suzuki,2011,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,158817,Black,4,Hatchback,5,11800,Minchinbury,NSW
Volkswagen,2016,Golf,USED,Manual,1.4,Front,Premium,5.7,89757,Grey,4,Hatchback,5,16990,Croydon,NSW
Mercedes-Benz,2011,E250,USED,Automatic,1.8,Rear,Premium,7.6,120209,Silver,4,Sedan,5,18990,Granville,NSW
Holden,2011,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,174239,White,6,Wagon,5,13800,Kirrawee,NSW
Toyota,2004,Camry,USED,Automatic,2.4,Front,Unleaded,9.5,95362,Gold,4,Sedan,5,12995,Minchinbury,NSW
Toyota,2018,C-HR,USED,Automatic,1.2,AWD,Premium,5.6,67615,-,4,SUV,5,32980,Richmond,NSW
Peugeot,2017,308,USED,Automatic,1.2,Front,Premium,5.1,41522,Red,3,Hatchback,5,18777,Cardiff,NSW
Audi,2018,Q2,USED,Automatic,1.4,Front,Premium,5.3,38238,Yellow,4,SUV,5,35800,Rozelle,NSW
Kia,2018,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,157465,White,4,SUV,7,28950,Granville,NSW
BMW,2017,218I,USED,Automatic,1.5,Front,Premium,5.2,44286,White,3,Hatchback,5,26800,Rozelle,NSW
Hyundai,2017,Tucson,USED,Automatic,2.0,AWD,Diesel,6.8,116134,White,4,SUV,5,28880,Milperra,NSW
Nissan,2007,Patrol,USED,Manual,3.0,4WD,Diesel,10.8,165374,Blue,4,SUV,7,32950,Penrith,NSW
Hyundai,2020,I30,USED,Automatic,2.0,Front,Unleaded,7.4,40178,White,4,Hatchback,5,26300,Castle Hill,NSW
Honda,2010,Accord,USED,Automatic,2.4,Front,Premium,8.9,191701,Red,4,Sedan,5,10499,Granville,NSW
Mitsubishi,2019,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,43534,White,4,SUV,5,25990,Campbelltown,NSW
Nissan,2015,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,77936,White,4,SUV,5,23990,Smeaton Grange,NSW
Toyota,2015,Landcruiser,USED,Manual,4.5,4WD,Diesel,11.5,217658,White,8,Ute / Tray,3,56913,Cardiff,NSW
Volkswagen,2015,Passat,USED,Automatic,1.8,Front,Premium,6.0,49801,White,4,Wagon,5,26990,Smeaton Grange,NSW
Subaru,2013,Forester,USED,Automatic,2.5,AWD,Unleaded,8.1,121608,Black,4,SUV,5,16950,Pendle Hill,NSW
Renault,2014,Megane,USED,Automatic,1.2,Front,Premium,5.6,112133,Black,4,Wagon,5,13999,Croydon,NSW
Renault,2018,Trafic,USED,Manual,1.6,Front,Diesel,6.2,153438,White,4,Commercial,3,31950,Liverpool,NSW
Toyota,2013,Hilux,USED,Manual,2.7,Rear,Unleaded,11.0,215189,White,4,Ute / Tray,3,13995,Camden,NSW
Holden,2016,Cruze,USED,Manual,1.6,Front,Unleaded,7.4,139558,Black,4,Sedan,5,12990,Granville,NSW
Rolls-Royce,2011,Ghost,USED,Automatic,6.6,Rear,Premium,13.6,45385,Silver,12,Sedan,5,329990,Rushcutters Bay,NSW
Volkswagen,2016,Crafter,USED,Manual,2.0,Rear,Diesel,0.0,265837,White,4,Commercial,2,25995,Lidcombe,NSW
Hyundai,2010,I30,USED,Automatic,2.0,Front,Unleaded,7.6,186939,White,4,Hatchback,5,10995,Minchinbury,NSW
Kia,2015,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,103354,White,4,Hatchback,5,15888,Cardiff,NSW
Toyota,2012,Tarago,USED,Automatic,2.4,Front,Unleaded,8.9,115000,White,4,Wagon,8,22999,Brookvale,NSW
Toyota,2017,Camry,USED,Automatic,2.5,Front,Unleaded,7.9,97480,-,4,Sedan,5,23999,Kirrawee,NSW
Toyota,2018,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,82020,White,4,Hatchback,5,29888,Waitara,NSW
Honda,2020,HR-V,USED,Automatic,1.8,Front,Unleaded,6.7,29007,Grey,4,SUV,5,34990,Banksia,NSW
Kia,2017,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,115759,White,4,SUV,5,24990,Singleton,NSW
Toyota,2006,Camry,USED,Automatic,2.4,Front,Unleaded,9.9,260901,Blue,4,Sedan,5,6990,Lansvale,NSW
Hyundai,2018,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,57505,Grey,4,Commercial,3,35995,Sylvania,NSW
Subaru,2009,Impreza,USED,Manual,2.5,AWD,Premium,10.7,153891,Grey,4,Sedan,5,16420,Leichhardt,NSW
Holden,2005,Rodeo,USED,Manual,3.5,Rear,Unleaded,0.0,169587,White,6,Ute / Tray,5,9913,Cardiff,NSW
BMW,2013,320D,USED,Automatic,2.0,Rear,Diesel,5.3,170658,Black,4,Coupe,4,17890,Haberfield,NSW
Toyota,2015,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,119342,White,4,SUV,5,21888,Liverpool,NSW
Volkswagen,2016,Amarok,USED,Automatic,3.0,4WD,Diesel,7.8,132194,Blue,6,Ute / Tray,5,41950,Glebe,NSW
Holden,2017,Astra,USED,Automatic,1.6,Front,Premium,6.3,128928,Red,4,Hatchback,5,15984,Granville,NSW
Toyota,2010,Kluger,USED,Automatic,3.5,4WD,Unleaded,11.0,269287,White,6,SUV,7,13995,Minchinbury,NSW
Toyota,2019,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,60906,Silver,4,Hatchback,5,35990,East Maitland,NSW
Nissan,2015,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,188702,Red,4,SUV,5,14900,Kirrawee,NSW
BMW,2017,X1,USED,Automatic,2.0,Front,Diesel,4.7,41275,Brown,4,SUV,5,34880,Warwick Farm,NSW
Mazda,2008,6,USED,Automatic,2.5,Front,Premium,8.9,196135,Red,4,Wagon,5,8950,Minto,NSW
Ford,2017,Ranger,USED,Automatic,3.2,4WD,Diesel,8.8,196114,White,5,Ute / Tray,5,36990,Caringbah,NSW
Hyundai,2009,Imax,USED,Automatic,2.4,Rear,Premium,10.6,152352,Silver,4,Wagon,8,19990,Adamstown,NSW
Toyota,2013,RAV4,USED,Automatic,2.2,AWD,Diesel,6.5,165245,Silver,4,SUV,5,16995,Minchinbury,NSW
Toyota,2012,Kluger,USED,Automatic,3.5,4WD,Unleaded,11.0,101222,White,6,SUV,7,23990,Brookvale,NSW
Holden,2018,Colorado,USED,Automatic,2.8,Rear,Diesel,8.8,164863,White,4,Ute / Tray,5,23888,Bankstown,NSW
Toyota,2016,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,74113,Silver,4,Hatchback,5,24950,Liverpool,NSW
Holden,2012,Captiva,USED,Automatic,3.0,AWD,Unleaded,11.3,121948,Gold,6,SUV,7,8999,Elderslie,NSW
Mercedes-Benz,2009,C200,USED,Automatic,1.8,Rear,Premium,8.2,73989,Silver,4,Sedan,5,13913,Cardiff,NSW
Skoda,2010,Octavia,USED,Automatic,2.0,Front,Diesel,5.5,81608,Grey,4,Wagon,5,11880,Arncliffe,NSW
Lexus,2019,UX200,USED,Automatic,2.0,Front,Unleaded,5.8,5159,White,4,SUV,5,43990,Castle Hill,NSW
Hyundai,2009,Imax,USED,Automatic,2.4,Rear,Premium,10.6,240239,Grey,4,Wagon,8,15990,Minchinbury,NSW
Hyundai,2019,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,104066,White,4,SUV,5,26990,Singleton,NSW
Kia,2020,RIO,USED,Automatic,1.4,Front,Unleaded,6.0,67712,Red,4,Hatchback,5,21800,Rozelle,NSW
Skoda,2019,Rapid,USED,Automatic,1.4,Front,Premium,6.0,19768,Blue,4,Wagon,5,23990,Arncliffe,NSW
Nissan,2018,Navara,USED,Manual,2.3,4WD,Diesel,6.5,62782,Silver,4,Ute / Tray,5,41990,Windsor,NSW
Toyota,2017,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,162384,White,4,Ute / Tray,5,37888,Blacktown,NSW
Jaguar,2011,XF,USED,Automatic,3.0,Rear,Diesel,6.8,133360,Black,6,Sedan,5,23950,Rydalmere,NSW
Mitsubishi,2017,ASX,USED,Automatic,2.0,Front,Unleaded,7.4,89044,White,4,SUV,5,20995,Minchinbury,NSW
Kia,2021,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,4758,Grey,4,Hatchback,5,20444,Cardiff,NSW
Toyota,2015,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,130569,White,4,SUV,5,23400,Granville,NSW
Honda,2017,Civic,USED,Manual,2.0,Front,Premium,8.8,88363,Red,4,Hatchback,4,49880,Chipping Norton,NSW
Toyota,2007,RAV4,USED,Manual,2.4,4WD,Unleaded,9.6,192415,Black,4,SUV,5,10999,Leichhardt,NSW
Isuzu,2013,D-MAX,USED,Manual,3.0,Rear,Diesel,8.0,223907,White,4,Ute / Tray,2,14913,Cardiff,NSW
Ford,2012,Territory,USED,Automatic,2.7,AWD,Diesel,9.0,157563,Grey,6,SUV,7,16999,Blacktown,NSW
Isuzu,2016,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.1,310215,White,4,Ute / Tray,4,21990,Bankstown,NSW
Mazda,2016,3,USED,Manual,2.0,Front,Unleaded,5.8,209628,Grey,4,Sedan,5,13995,Minchinbury,NSW
Kia,2018,Carnival,USED,Automatic,3.3,Front,Unleaded,11.6,76027,White,6,Wagon,8,41999,Elderslie,NSW
Kia,2011,Cerato,USED,Automatic,2.0,Front,Unleaded,7.8,97125,Red,4,Coupe,5,11990,Smeaton Grange,NSW
Mazda,2019,3,USED,Manual,2.0,Front,Unleaded,6.2,55677,White,4,Hatchback,5,24888,Liverpool,NSW
Toyota,2009,Camry,USED,Automatic,2.4,Front,Unleaded,8.8,134916,Silver,4,Sedan,5,9990,Kurri Kurri,NSW
Ford,2016,Focus,USED,Manual,2.0,Front,Premium,7.3,117686,Grey,4,Hatchback,5,26888,Liverpool,NSW
Holden,2015,Trax,USED,Automatic,1.4,Front,Unleaded,6.9,146059,Black,4,SUV,5,11995,Bankstown,NSW
Nissan,2018,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,98754,Silver,4,SUV,7,24888,Taylors Beach,NSW
Holden,2014,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,207234,Black,6,Sedan,5,19995,Minchinbury,NSW
MG,2023,ZST,NEW,Automatic,1.5,Front,-,6.9,15,Red,4,SUV,5,27690,Blacktown,NSW
Holden,2010,Calais,USED,Automatic,6.0,Rear,Premium,14.6,176052,Silver,8,Sedan,5,18999,Homebush,NSW
Fiat,2015,500,USED,Manual,1.2,Front,Premium,5.1,79452,Red,4,Hatchback,4,9800,Minchinbury,NSW
Mazda,2012,2,USED,Automatic,1.5,Front,Unleaded,6.8,139976,Silver,4,Hatchback,5,12990,Lidcombe,NSW
Volkswagen,2015,Golf,USED,Automatic,2.0,Front,Premium,6.6,98900,Grey,4,Hatchback,5,26888,Liverpool,NSW
Mercedes-Benz,2016,GLA250,USED,Automatic,2.0,AWD,Premium,7.0,99459,Black,4,SUV,5,34950,Liverpool,NSW
Haval,2020,H9,USED,Automatic,2.0,4WD,Premium,10.9,34291,Silver,4,SUV,7,37990,Taylors Beach,NSW
Mazda,2017,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,37811,-,4,SUV,5,39990,Blacktown,NSW
Holden,2012,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,181747,Red,6,Sedan,5,11800,Minchinbury,NSW
Ford,2020,Ranger,USED,Automatic,2.2,4WD,Diesel,8.0,79801,White,4,Ute / Tray,5,46990,Caringbah,NSW
Hyundai,2017,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,91989,White,4,Commercial,3,34990,Taylors Beach,NSW
Hyundai,2013,I30,USED,Automatic,1.8,Front,Unleaded,6.9,107647,Red,4,Hatchback,5,16880,Blacktown,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,86144,White,4,Hatchback,5,21990,Arncliffe,NSW
Volvo,2013,V60,USED,Automatic,1.6,Front,Premium,7.8,120720,Silver,4,Wagon,5,16880,Brookvale,NSW
Mazda,2015,6,USED,Automatic,2.5,Front,Unleaded,6.6,201306,Red,4,Sedan,5,12999,Five Dock,NSW
Kia,2022,Stonic,USED,Automatic,1.4,Front,Unleaded,6.7,12412,Blue,4,SUV,5,24990,Castle Hill,NSW
Lexus,2019,RX300,USED,Automatic,2.0,Front,Premium,8.1,41988,Silver,4,SUV,5,52888,Taree,NSW
Subaru,2015,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,117106,Grey,4,SUV,5,21488,Liverpool,NSW
Volkswagen,2014,Tiguan,USED,Automatic,1.4,Front,Premium,7.3,85601,Black,4,SUV,5,17999,Croydon,NSW
Hyundai,2017,Accent,USED,Automatic,1.6,Front,Unleaded,6.6,153986,White,4,Hatchback,5,16995,Minchinbury,NSW
Toyota,2015,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,70759,Silver,4,Sedan,5,24990,North Narrabeen,NSW
Toyota,2023,Landcruiser,USED,Manual,4.5,AWD,Diesel,10.7,535,Gold,8,Ute / Tray,5,119950,Taree,NSW
Toyota,2012,Landcruiser,USED,Automatic,3.0,4WD,Diesel,8.5,189152,Black,4,SUV,7,39950,Granville,NSW
Mazda,2015,3,USED,Automatic,2.0,Front,Unleaded,5.7,197191,Grey,4,Sedan,5,12999,Five Dock,NSW
Mitsubishi,2018,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,72640,Grey,4,SUV,5,41990,Port Macquarie,NSW
Nissan,2004,X-Trail,USED,Automatic,2.5,4WD,Unleaded,10.0,187550,Silver,4,SUV,5,10995,Minchinbury,NSW
Toyota,1995,Corolla,USED,Automatic,1.6,Front,Unleaded,8.5,204004,Green,4,Hatchback,5,2995,Wentworthville,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,8.8,226455,White,5,Ute / Tray,5,26000,Blacktown,NSW
Land,2016,Rover,USED,Automatic,2.0,AWD,Diesel,5.3,103473,White,4,SUV,5,39950,Liverpool,NSW
Suzuki,2019,Vitara,USED,Automatic,1.4,Front,Premium,5.9,75607,Yellow,4,SUV,5,27990,Port Macquarie,NSW
Mazda,2009,CX-9,USED,Automatic,3.7,4WD,Unleaded,13.0,219702,Silver,6,SUV,7,7999,Penrith,NSW
Audi,2013,A3,USED,Automatic,1.4,Front,Premium,4.7,40260,White,4,Hatchback,5,22800,Rozelle,NSW
Toyota,2018,Corolla,USED,Automatic,1.8,Front,Hybrid,4.1,48825,Blue,4,Hatchback,5,27888,Belmore,NSW
Land,2018,Rover,USED,Automatic,3.0,AWD,Diesel,7.8,145196,White,6,SUV,5,81990,Caringbah,NSW
Mini,2018,Clubman,USED,Manual,2.0,AWD,Premium,7.8,163591,Black,4,Wagon,5,29990,Mount Druitt,NSW
Ford,2014,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,177060,White,5,Ute / Tray,5,27990,Castle Hill,NSW
Mitsubishi,2018,Triton,USED,Manual,2.4,4WD,Diesel,7.2,91792,Red,4,Ute / Tray,5,39990,Port Macquarie,NSW
Citroen,2016,C4,USED,Automatic,1.6,Front,Diesel,3.6,83656,Black,4,SUV,5,17880,Roselands,NSW
Peugeot,2014,2008,USED,Automatic,1.6,Front,Premium,6.5,148600,Brown,4,SUV,5,14990,Minchinbury,NSW
Holden,2019,Acadia,USED,Automatic,3.6,Rear,Unleaded,8.9,40898,-,6,SUV,7,32990,Port Macquarie,NSW
Subaru,2008,Forester,USED,Manual,2.5,AWD,Unleaded,9.3,220235,Black,4,SUV,5,8995,Minchinbury,NSW
Mazda,2014,2,USED,Automatic,1.5,Front,Unleaded,6.8,151436,Red,4,Hatchback,5,12449,Liverpool,NSW
Holden,2009,Barina,USED,Automatic,1.6,Front,Unleaded,7.8,53202,Silver,4,Hatchback,5,9999,Elderslie,NSW
Subaru,2017,XV,USED,Automatic,2.0,AWD,Unleaded,7.0,73901,Orange,4,SUV,5,28990,Port Macquarie,NSW
Toyota,2010,Hilux,USED,Automatic,4.0,Rear,Unleaded,12.1,252569,White,6,Ute / Tray,5,15900,Granville,NSW
Jeep,2013,Grand,USED,Automatic,3.0,AWD,Diesel,8.3,180000,Black,6,SUV,5,18888,Brookvale,NSW
Mercedes-Benz,2011,C220,USED,Automatic,2.1,Rear,Diesel,6.3,196245,Silver,4,Sedan,5,12999,Blacktown,NSW
Honda,2018,Civic,USED,Automatic,1.5,Front,Unleaded,6.1,73511,Black,4,Hatchback,5,35950,Liverpool,NSW
Mercedes-Benz,2010,E250,USED,Automatic,1.8,Rear,Premium,7.6,209809,Grey,4,Sedan,5,11999,Chester Hill,NSW
Mercedes-Benz,2019,A200,USED,Automatic,1.3,Front,Premium,5.7,53241,White,4,Sedan,5,45000,Campbelltown,NSW
Honda,2017,CR-V,USED,Automatic,1.5,Front,Unleaded,7.0,89077,Black,4,SUV,5,27990,Port Macquarie,NSW
Mercedes-Benz,2013,C250,USED,Automatic,1.8,Rear,Premium,6.8,123517,Black,4,Sedan,5,14999,Five Dock,NSW
Subaru,2019,Forester,USED,Automatic,2.5,AWD,Unleaded,7.4,145821,Blue,4,SUV,5,32990,Port Macquarie,NSW
Ford,2008,Focus,USED,Automatic,2.0,Front,Unleaded,8.0,146862,Grey,4,Sedan,5,8990,Lidcombe,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,45512,White,4,Hatchback,5,22990,Arncliffe,NSW
Ford,2019,Mustang,USED,Automatic,2.3,Rear,Unleaded,9.5,27951,Black,4,Hatchback,4,59990,Castle Hill,NSW
Suzuki,2018,Swift,USED,Automatic,1.2,Front,Unleaded,4.8,66964,Red,4,Hatchback,5,18990,Croydon,NSW
Hyundai,2018,Elantra,USED,Automatic,2.0,Front,Unleaded,7.2,51966,White,4,Sedan,5,21990,Port Macquarie,NSW
Kia,2017,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,172450,White,4,SUV,5,17995,Minchinbury,NSW
MG,2023,ZS,NEW,Automatic,1.5,Front,-,7.1,15,Silver,4,SUV,5,24690,Blacktown,NSW
Hyundai,2017,I30,USED,Automatic,1.6,Front,Diesel,4.7,65737,White,4,Hatchback,5,23990,Moorebank,NSW
Toyota,2019,Yaris,USED,Automatic,1.3,Front,Unleaded,6.4,41278,Grey,4,Hatchback,5,24888,Brookvale,NSW
Mazda,2013,3,USED,Automatic,2.0,Front,Unleaded,6.2,152373,White,4,Hatchback,5,16990,Port Macquarie,NSW
Porsche,2017,Macan,USED,Automatic,3.0,AWD,Premium,9.2,63000,Grey,6,SUV,5,81990,Caringbah,NSW
Mazda,2007,3,USED,Automatic,2.0,Front,Unleaded,8.4,235600,Blue,4,Hatchback,5,7995,Minchinbury,NSW
Toyota,2017,Tarago,USED,Automatic,2.4,Front,Unleaded,8.9,35766,White,4,Wagon,8,36990,Belmore,NSW
Holden,2017,Colorado,USED,Automatic,2.8,Rear,Diesel,8.8,233069,White,4,Ute / Tray,5,21990,Cabramatta,NSW
Hyundai,2017,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,131897,Grey,4,SUV,5,21888,Penrith,NSW
Ford,2015,Focus,USED,Manual,2.0,Front,Premium,7.3,102890,Grey,4,Hatchback,5,29950,Liverpool,NSW
Audi,2016,A3,USED,Automatic,1.8,Front,Premium,5.6,105363,-,4,Sedan,5,24995,Minchinbury,NSW
Hyundai,2018,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,88501,Silver,4,SUV,5,26495,Berwick,VIC
Kia,2014,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,119130,Silver,4,Sedan,5,14995,Minchinbury,NSW
Land,2014,Rover,USED,Automatic,3.0,AWD,Diesel,7.5,113018,Green,6,SUV,5,71950,Petersham,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.0,167746,Grey,5,Ute / Tray,5,32999,Elderslie,NSW
