,Brand,Year,Model,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption/100km,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,Extcolour,City,State
9114,Mitsubishi,2021-01-01,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,33493.0,4,Ute / Tray,4,5,53900.0,Grey ,Toowoomba City, QLD
9115,Mercedes-Benz,2015-01-01,GLE450,USED,Automatic,3.0,AWD,Premium,9.4,122231.0,6,SUV,4,5,61990.0,Blue ,Port Melbourne, VIC
9117,Nissan,2013-01-01,X-Trail,USED,Automatic,2.5,4WD,Unleaded,9.1,177196.0,4,SUV,4,5,13948.0,Brown ,North Ipswich, QLD
9118,Toyota,2018-01-01,Hilux,USED,Automatic,2.8,Rear,Diesel,8.1,128103.0,4,Ute / Tray,4,5,39888.0,White ,Cranbourne, VIC
9119,Ford,2007-01-01,Territory,USED,Automatic,4.0,Rear,Unleaded,2.8,193852.0,6,SUV,4,5,6999.0,Gold ,Mordialloc, VIC
9120,Great,2019-01-01,Wall,USED,Manual,2.0,Rear,Diesel,7.3,71971.0,4,Ute / Tray,2,2,16950.0,Grey ,Woongoolba, QLD
9121,Holden,2005-01-01,Barina,USED,Automatic,1.4,Front,Unleaded,7.5,116981.0,4,Hatchback,3,5,7499.0,Silver ,Brooklyn, VIC
9122,Mitsubishi,2021-01-01,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,14671.0,4,SUV,4,7,52950.0,Silver ,Elsternwick, VIC
9123,Toyota,2021-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,17276.0,4,Hatchback,5,5,35990.0,White ,Moorabbin, VIC
9124,Ford,2013-01-01,Focus,USED,Automatic,2.0,Front,Unleaded,6.6,150236.0,4,Hatchback,5,5,14990.0,Black ,West Footscray, VIC
9125,Hyundai,2014-01-01,I20,USED,Manual,1.4,Front,Unleaded,5.3,92859.0,4,Hatchback,5,5,9999.0,Silver ,Ravenhall, VIC
9126,Kia,2014-01-01,Sportage,USED,Automatic,2.0,Front,Unleaded,8.8,106000.0,4,SUV,4,5,19999.0,White ,Archerfield, QLD
9127,Suzuki,2014-01-01,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,70741.0,4,Hatchback,5,5,16990.0,Silver ,Brighton, VIC
9130,Lexus,2018-01-01,NX300H,USED,Automatic,2.5,AWD,Hybrid,5.7,56888.0,4,SUV,4,5,64990.0,Red ,Elsternwick, VIC
9131,Audi,2016-01-01,Q7,USED,Automatic,3.0,AWD,Diesel,5.9,84412.0,6,SUV,4,7,53990.0,Brown ,Elsternwick, VIC
9132,Kia,2018-01-01,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,94417.0,4,SUV,4,7,33680.0,Silver ,Rocklea, QLD
9133,Toyota,2018-01-01,Camry,USED,Automatic,2.5,Front,Hybrid,4.5,66026.0,4,Sedan,4,5,38750.0,Silver ,Sunnybank Hills, QLD
9134,Mitsubishi,2017-01-01,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.5,215650.0,4,SUV,4,5,16500.0,White ,Coorparoo, QLD
9135,Ford,2005-01-01,Territory,USED,Automatic,4.0,AWD,Unleaded,2.2,233573.0,6,SUV,4,5,7999.0,Gold ,Braybrook, VIC
9136,Hyundai,2021-01-01,I20,USED,Manual,1.6,Front,Unleaded,6.9,17400.0,4,Hatchback,5,5,30000.0,White ,Coorparoo, QLD
9138,Ford,2020-01-01,Everest,USED,Automatic,2.0,4WD,Diesel,7.0,111825.0,4,SUV,4,7,56998.0,Grey ,Oakleigh, VIC
9139,Toyota,2022-01-01,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,16777.0,4,Hatchback,5,5,32894.0,Silver ,Indooroopilly, QLD
9140,Kia,2016-01-01,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,138550.0,4,SUV,4,5,18995.0,Silver ,Moorooka, QLD
9141,Hyundai,2017-01-01,Elantra,USED,Automatic,1.6,Front,Unleaded,7.2,85500.0,4,Sedan,4,5,25950.0,White ,Albion, QLD
9142,Volkswagen,2019-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,47000.0,4,SUV,4,5,44450.0,Grey ,Albion, QLD
9143,Nissan,2019-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,111499.0,4,SUV,4,5,28990.0,Black ,Pinkenba, QLD
9145,Toyota,2020-01-01,Landcruiser,USED,Automatic,2.8,4WD,Diesel,7.9,50901.0,4,SUV,4,7,69990.0,White ,Elsternwick, VIC
9146,Kia,2018-01-01,Carnival,USED,Automatic,2.2,Front,Diesel,7.7,183001.0,4,Wagon,4,8,26990.0,White ,Port Melbourne, VIC
9148,Renault,2020-01-01,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,50518.0,4,SUV,4,5,28813.0,Grey ,Brooklyn, VIC
9149,Volkswagen,2017-01-01,Golf,USED,Automatic,1.4,Front,Premium,5.2,89679.0,4,Hatchback,5,5,28990.0,White ,Capalaba, QLD
9150,Hyundai,2015-01-01,I30,USED,Manual,2.0,Front,Unleaded,7.3,81064.0,4,Hatchback,5,5,18888.0,Red ,Pinkenba, QLD
9151,HSV,2007-01-01,Clubsport,USED,Manual,6.0,Rear,Premium,5.2,159770.0,8,Sedan,4,5,46888.0,Orange ,Eight Mile Plains, QLD
9152,Renault,2021-01-01,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,24059.0,4,SUV,4,5,30990.0,Black ,Springwood, QLD
9153,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,47034.0,4,Hatchback,4,5,25450.0,White ,Mornington, VIC
9156,Porsche,2020-01-01,Macan,USED,Automatic,2.0,AWD,Premium,8.9,46520.0,4,SUV,4,5,89990.0,White ,Bentleigh, VIC
9157,Holden,2012-01-01,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,196876.0,6,Wagon,4,5,14990.0,Red ,Slacks Creek, QLD
9158,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,53381.0,4,Hatchback,4,5,24190.0,Silver ,Morningside, QLD
9159,Mazda,2013-01-01,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,185018.0,5,Ute / Tray,4,5,31990.0,Silver ,Aspley, QLD
9160,Hyundai,2018-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.8,78125.0,4,SUV,4,7,34950.0,Silver ,South Melbourne, VIC
9161,Mazda,2023-01-01,3,NEW,Automatic,2.5,Front,Unleaded,6.6,25.0,4,Hatchback,5,5,37888.0,Silver ,Mount Gravatt, QLD
9162,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,56902.0,4,Hatchback,4,5,23790.0,White ,Morningside, QLD
9163,Mazda,2018-01-01,6,USED,Automatic,2.5,Front,Unleaded,7.0,38808.0,4,Sedan,4,5,27886.0,Silver ,Ipswich, QLD
9164,BMW,2015-01-01,X5,USED,Automatic,3.0,AWD,Diesel,6.2,129523.0,6,SUV,4,5,37740.0,White ,South Melbourne, VIC
9165,Hyundai,2009-01-01,Imax,USED,Automatic,2.4,Rear,Premium,0.6,215000.0,4,Wagon,4,8,15999.0,Grey ,Archerfield, QLD
9166,Toyota,2015-01-01,HiAce,USED,Automatic,3.0,Rear,Diesel,8.0,141489.0,4,Commercial,4,2,41990.0,White ,Mentone, VIC
9167,Holden,2013-01-01,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,211558.0,4,SUV,4,7,9990.0,Grey ,Coburg North, VIC
9168,Mazda,2017-01-01,CX-9,USED,Automatic,2.5,AWD,Unleaded,8.8,52963.0,4,SUV,4,7,39990.0,Grey ,South Melbourne, VIC
9169,Holden,2011-01-01,Caprice,USED,Automatic,3.6,Rear,Unleaded,0.3,108558.0,6,Sedan,4,5,19870.0,White ,Rocklea, QLD
9171,Ford,2009-01-01,Falcon,USED,Automatic,4.0,Rear,Unleaded,0.5,129000.0,6,Sedan,4,5,12999.0,Silver ,Archerfield, QLD
9172,Holden,2015-01-01,Captiva,USED,Automatic,2.2,AWD,Diesel,8.1,144395.0,4,SUV,4,7,15662.0,Silver ,Port Melbourne, VIC
9173,Volkswagen,2018-01-01,Tiguan,USED,Automatic,1.4,Front,Premium,6.3,101802.0,4,SUV,4,5,28990.0,Grey ,Elsternwick, VIC
9174,MG,2023-01-01,ZS,NEW,Automatic,1.5,Front,Unknown,7.1,10.0,4,SUV,4,5,24690.0,Red ,Cleveland, QLD
9175,Audi,2018-01-01,S3,USED,Automatic,2.0,AWD,Premium,6.5,100000.0,4,Sedan,4,5,45990.0,Grey ,Port Melbourne, VIC
9176,Kia,2009-01-01,Grand,USED,Automatic,2.9,Front,Diesel,8.5,182000.0,4,Wagon,4,8,10999.0,Grey ,Moorabbin, VIC
9177,Mercedes-Benz,2022-01-01,CLA,USED,Automatic,2.0,AWD,Premium,6.7,3182.0,4,Sedan,4,5,82800.0,Black ,Berwick, VIC
9178,Subaru,2021-01-01,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.6,43969.0,4,Hatchback,5,5,28950.0,Silver ,Melbourne, VIC
9179,Toyota,2014-01-01,Hilux,USED,Automatic,3.0,4WD,Diesel,8.7,357317.0,4,Ute / Tray,4,5,27999.0,White ,Hoppers Crossing, VIC
9180,Volkswagen,2020-01-01,Polo,USED,Manual,1.0,Front,Premium,5.6,115290.0,3,Hatchback,5,5,19990.0,White ,Toowoomba, QLD
9181,Toyota,2011-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,195020.0,4,Sedan,4,5,9350.0,White ,Coorparoo, QLD
9183,Nissan,2002-01-01,Patrol,USED,Automatic,3.0,4WD,Diesel,7.3,244453.0,4,SUV,4,7,19999.0,White ,Rocklea, QLD
9184,Hyundai,2019-01-01,Kona,USED,Automatic,1.6,AWD,Unleaded,6.7,74015.0,4,SUV,4,5,31990.0,Grey ,Mornington, VIC
9185,LDV,2021-01-01,T60,USED,Automatic,2.8,4WD,Diesel,8.5,13495.0,4,Ute / Tray,4,5,32999.0,White ,Berwick, VIC
9186,Mitsubishi,2015-01-01,Outlander,USED,Automatic,2.3,AWD,Diesel,5.8,99605.0,4,SUV,4,7,25990.0,Grey ,Pinkenba, QLD
9188,Volkswagen,2010-01-01,Golf,USED,Automatic,2.0,AWD,Premium,8.7,133808.0,4,Hatchback,5,5,24999.0,Blue ,Mordialloc, VIC
9189,Kia,2018-01-01,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,95816.0,4,SUV,4,5,25490.0,White ,Cleveland, QLD
9190,Peugeot,2013-01-01,308,USED,Automatic,1.6,Front,Premium,7.9,97525.0,4,Hatchback,5,5,14990.0,White ,Kedron, QLD
9191,Renault,2021-01-01,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,18456.0,4,SUV,4,5,31950.0,Red ,Elsternwick, VIC
9192,Mazda,2019-01-01,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,38750.0,4,SUV,4,7,44450.0,Red ,Port Melbourne, VIC
9193,Renault,2021-01-01,Koleos,USED,Automatic,2.5,4WD,Unleaded,8.3,54962.0,4,SUV,4,5,37990.0,Black ,Narre Warren, VIC
9194,Toyota,2022-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.0,8052.0,4,SUV,5,5,52970.0,White ,Keysborough, VIC
9195,Toyota,2019-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,9.3,45095.0,6,SUV,4,7,55990.0,White ,Hoppers Crossing, VIC
9196,Land,2017-01-01,Rover,USED,Automatic,2.0,AWD,Diesel,5.3,64125.0,4,SUV,4,5,41990.0,White ,Oakleigh, VIC
9197,Volkswagen,2016-01-01,Golf,USED,Automatic,1.4,Front,Premium,5.4,60734.0,4,Hatchback,5,5,20090.0,Black ,Morningside, QLD
9198,Isuzu,2018-01-01,MU-X,USED,Automatic,3.0,Front,Diesel,8.0,127676.0,4,SUV,4,7,32990.0,Silver ,Hendra, QLD
9199,Isuzu,2017-01-01,D-MAX,USED,Manual,3.0,4WD,Diesel,7.8,132000.0,4,Ute / Tray,4,5,36888.0,White ,Capalaba, QLD
9201,Lexus,2019-01-01,LX570,USED,Automatic,5.7,4WD,Premium,4.4,55274.0,8,SUV,4,8,128990.0,Black ,Elsternwick, VIC
9202,BMW,2017-01-01,X1,USED,Automatic,2.0,AWD,Premium,6.6,77342.0,4,SUV,4,5,36990.0,White ,South Melbourne, VIC
9203,Renault,2013-01-01,Megane,USED,Automatic,1.5,Front,Diesel,4.4,124318.0,4,Hatchback,5,5,12995.0,Red ,Moorooka, QLD
9206,Mercedes-Benz,2022-01-01,GLS,USED,Automatic,3.0,AWD,Hybrid,9.2,10711.0,6,SUV,4,7,194800.0,White ,Berwick, VIC
9207,Volkswagen,2015-01-01,Scirocco,USED,Manual,2.0,Front,Premium,8.1,106500.0,4,Hatchback,3,4,25990.0,White ,Kedron, QLD
9208,Ford,2023-01-01,Ranger,USED,Automatic,3.0,4WD,Premium,0.5,434.0,6,Ute / Tray,4,5,116990.0,Grey ,Kedron, QLD
9209,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,59528.0,4,Hatchback,4,5,26888.0,Grey ,Epsom, VIC
9211,Isuzu,2017-01-01,D-MAX,USED,Automatic,3.0,Rear,Diesel,7.5,114405.0,4,Ute / Tray,2,2,25950.0,White ,Woongoolba, QLD
9213,Renault,2008-01-01,Kangoo,USED,Automatic,1.6,Front,Unleaded,8.0,156258.0,4,Commercial,2,2,9999.0,White ,Dandenong, VIC
9214,Mercedes-Benz,2013-01-01,B250,USED,Automatic,2.0,Front,Premium,6.5,104826.0,4,Hatchback,5,5,19990.0,Silver ,Brighton, VIC
9215,Nissan,2012-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.2,178104.0,4,Ute / Tray,4,5,12999.0,White ,Rocklea, QLD
9216,Toyota,2018-01-01,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,77085.0,4,Sedan,4,5,28787.0,White ,Brooklyn, VIC
9217,Hyundai,2019-01-01,Tucson,USED,Automatic,1.6,AWD,Unleaded,7.7,80556.0,4,SUV,4,5,35990.0,Silver ,Mornington, VIC
9218,Ford,2019-01-01,Ranger,USED,Automatic,3.2,4WD,Diesel,8.9,114005.0,5,Ute / Tray,4,5,48905.0,White ,Bundoora, VIC
9219,Nissan,2020-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,77663.0,4,SUV,4,7,32950.0,Grey ,SOUTH MELBOURNE, VIC
9220,GWM,2023-01-01,Tank,NEW,Automatic,2.0,4WD,Unknown,9.5,17.0,4,SUV,4,5,51585.0,White ,Kedron, QLD
9221,Nissan,2012-01-01,X-Trail,USED,Automatic,2.5,4WD,Unleaded,9.1,175074.0,4,SUV,4,5,14990.0,White ,Nundah, QLD
9223,Kia,2021-01-01,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,86127.0,4,Sedan,4,5,37990.0,Red ,Hoppers Crossing, VIC
9224,Ford,2014-01-01,Focus,USED,Automatic,2.0,Front,Unleaded,6.6,79197.0,4,Hatchback,5,5,15990.0,Silver ,West Footscray, VIC
9225,Toyota,2014-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,70694.0,4,Sedan,4,5,22970.0,Red ,Keysborough, VIC
9226,Hyundai,2022-01-01,Venue,USED,Automatic,1.6,Front,Unleaded,7.2,17825.0,4,SUV,4,5,27980.0,Silver ,Essendon Fields, VIC
9228,Lexus,2017-01-01,NX300H,USED,Automatic,2.5,AWD,Hybrid,5.7,112667.0,4,SUV,4,5,49880.0,Silver ,MELBOURNE, VIC
9229,Ford,2020-01-01,Everest,USED,Automatic,2.0,4WD,Diesel,7.0,82122.0,4,SUV,4,7,57880.0,White ,Sunbury, VIC
9230,Mitsubishi,2019-01-01,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,63815.0,4,SUV,4,7,43990.0,Grey ,Robina, QLD
9232,Toyota,2017-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,70916.0,4,Hatchback,5,5,18900.0,White ,Toowoomba City, QLD
9233,Mercedes-Benz,2014-01-01,GLA200,USED,Automatic,2.1,Front,Diesel,4.6,63372.0,4,SUV,4,5,29800.0,Grey ,Mornington, VIC
9234,Toyota,2018-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,199562.0,4,Ute / Tray,4,5,36747.0,White ,Oakleigh, VIC
9236,Volkswagen,2014-01-01,Golf,USED,Automatic,2.0,Front,Premium,6.2,99232.0,4,Hatchback,5,5,25490.0,Red ,Morningside, QLD
9237,Hyundai,2021-01-01,Kona,USED,Automatic,2.0,Front,Premium,9.0,2265.0,4,SUV,4,5,47990.0,White ,Toowoomba, QLD
9239,Kia,2017-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.3,49295.0,4,Sedan,4,5,22864.0,Red ,Rocklea, QLD
9240,Mitsubishi,2010-01-01,Outlander,USED,Automatic,2.4,4WD,Unleaded,9.3,243359.0,4,SUV,4,5,11990.0,Silver ,Nundah, QLD
9241,Hyundai,2014-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.3,105180.0,4,SUV,4,7,25999.0,White ,Slacks Creek, QLD
9242,Nissan,2017-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,65758.0,4,SUV,4,5,29990.0,Silver ,Helensvale, QLD
9243,Toyota,2021-01-01,Camry,USED,Automatic,2.5,Front,Hybrid,4.7,30939.0,4,Sedan,4,5,51970.0,White ,Keysborough, VIC
9245,Hyundai,2022-01-01,Tucson,USED,Automatic,2.0,Front,Unleaded,8.1,7864.0,4,SUV,4,5,50990.0,Brown ,Pinkenba, QLD
9246,Hyundai,2009-01-01,Tucson,USED,Manual,2.0,Front,Unleaded,8.0,164632.0,4,SUV,4,5,9990.0,Silver ,South Toowoomba, QLD
9247,Nissan,2019-01-01,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,85834.0,4,Ute / Tray,4,5,45980.0,Grey ,Robina, QLD
9248,Mitsubishi,2015-01-01,Outlander,USED,Automatic,2.0,AWD,Hybrid,0.9,136691.0,4,SUV,4,5,22022.0,White ,Hendra, QLD
9249,Holden,2015-01-01,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,59261.0,4,SUV,4,7,14999.0,Black ,Mordialloc, VIC
9250,Hyundai,2019-01-01,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,71257.0,4,SUV,4,5,24990.0,Orange ,Pinkenba, QLD
9251,Nissan,2003-01-01,Patrol,USED,Automatic,3.0,4WD,Diesel,7.3,437226.0,4,SUV,4,7,10989.0,White ,Nerang, QLD
9252,Lexus,2019-01-01,NX300,USED,Automatic,2.0,Front,Premium,7.7,76629.0,4,SUV,4,5,48880.0,Grey ,MELBOURNE, VIC
9253,Volkswagen,2019-01-01,Multivan,USED,Automatic,2.0,Front,Diesel,7.7,150549.0,4,Wagon,4,7,42990.0,Black ,Pinkenba, QLD
9254,BMW,2016-01-01,M3,USED,Automatic,3.0,Rear,Premium,8.3,79832.0,6,Sedan,4,5,74990.0,Grey ,Pinkenba, QLD
9255,Volkswagen,2019-01-01,Touareg,USED,Automatic,3.0,AWD,Diesel,7.4,92618.0,6,SUV,4,5,71890.0,Grey ,Burwood, VIC
9256,Volkswagen,2018-01-01,Golf,USED,Automatic,2.0,Front,Premium,6.7,134500.0,4,Hatchback,5,5,29980.0,Grey ,Hendra, QLD
9257,BMW,2016-01-01,X5,USED,Automatic,3.0,AWD,Diesel,6.3,93748.0,6,SUV,4,5,54990.0,White ,Hoppers Crossing, VIC
9258,Holden,2005-01-01,Adventra,USED,Automatic,3.6,AWD,Unleaded,7.3,182460.0,6,SUV,4,5,12980.0,Black ,Moorabbin, VIC
9259,Volkswagen,2019-01-01,Arteon,USED,Automatic,2.0,AWD,Premium,7.5,40065.0,4,Hatchback,5,5,48600.0,Grey ,Southport, QLD
9260,MG,2021-01-01,HS,USED,Automatic,1.5,Front,Unleaded,7.3,26138.0,4,SUV,4,5,24950.0,White ,Elsternwick, VIC
9261,Toyota,2021-01-01,Landcruiser,USED,Automatic,2.8,4WD,Diesel,7.9,33761.0,4,SUV,4,7,96970.0,White ,Keysborough, VIC
9262,Toyota,2020-01-01,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,62032.0,4,SUV,5,5,44850.0,White ,HEIDELBERG, VIC
9263,Nissan,2020-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,17587.0,4,SUV,4,5,37990.0,Grey ,West Footscray, VIC
9264,Lexus,2017-01-01,RX450H,USED,Automatic,3.5,AWD,Hybrid,5.7,102649.0,6,SUV,4,5,57990.0,Black ,Elsternwick, VIC
9265,Hyundai,2019-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,73783.0,4,Hatchback,4,5,22690.0,White ,Morningside, QLD
9266,Toyota,2020-01-01,C-HR,USED,Automatic,1.8,Front,Hybrid,4.3,26823.0,4,SUV,5,5,45990.0,White ,Cranbourne, VIC
9267,BMW,2015-01-01,X3,USED,Automatic,2.0,4WD,Diesel,5.4,173862.0,4,SUV,4,5,26990.0,White ,Frankston, VIC
9268,Toyota,2009-01-01,RAV4,USED,Automatic,2.4,4WD,Unleaded,9.6,122000.0,4,SUV,4,5,18800.0,Silver ,Ringwood, VIC
9269,Ford,2020-01-01,Ranger,USED,Automatic,2.0,4WD,Diesel,8.2,80236.0,4,Ute / Tray,4,5,67997.0,Blue ,Oakleigh, VIC
9270,Toyota,2020-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,19074.0,4,SUV,5,5,43894.0,White ,Indooroopilly, QLD
9271,MG,2021-01-01,ZS,USED,Automatic,1.5,Front,Unleaded,7.1,7251.0,4,SUV,4,5,23886.0,Black ,Ipswich, QLD
9272,Mazda,2016-01-01,3,USED,Automatic,2.0,Front,Unleaded,5.7,147846.0,4,Sedan,4,5,16990.0,Black ,Watsonia, VIC
9273,Hyundai,2013-01-01,I30,USED,Automatic,1.6,Front,Unleaded,6.9,134731.0,4,Wagon,4,5,13990.0,Red ,South Toowoomba, QLD
9274,Ford,2016-01-01,Focus,USED,Automatic,1.5,Front,Unleaded,6.2,191156.0,4,Hatchback,5,5,13999.0,Grey ,Hoppers Crossing, VIC
9275,Holden,2018-01-01,Astra,USED,Automatic,1.6,Front,Premium,6.3,66126.0,4,Hatchback,5,5,21999.0,Grey ,Chermside, QLD
9276,Hyundai,2010-01-01,Getz,USED,Automatic,1.6,Front,Unleaded,7.1,142160.0,4,Hatchback,3,5,6248.0,Orange ,Alphington, VIC
9277,Kia,2012-01-01,Optima,USED,Automatic,2.4,Front,Unleaded,7.9,149989.0,4,Sedan,4,5,19990.0,Grey ,Hoppers Crossing, VIC
9278,Hyundai,2022-01-01,Venue,USED,Automatic,1.6,Front,Unleaded,7.2,13782.0,4,SUV,4,5,26992.0,Blue ,Oakleigh, VIC
9279,Toyota,2018-01-01,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,98338.0,4,SUV,4,5,56990.0,White ,Frankston, VIC
9280,Volkswagen,2023-01-01,Amarok,USED,Automatic,3.0,AWD,Diesel,8.4,18.0,6,Ute / Tray,4,5,90000.0,Silver ,Burleigh Heads, QLD
9281,Volvo,2016-01-01,XC90,USED,Automatic,2.0,AWD,Diesel,6.2,85547.0,4,SUV,4,7,47990.0,White ,Bentleigh, VIC
9282,BMW,2021-01-01,X4,USED,Automatic,3.0,AWD,Unleaded,8.7,8254.0,6,SUV,5,5,115990.0,White ,Bentleigh, VIC
9283,Audi,2019-01-01,Q8,USED,Automatic,3.0,AWD,Hybrid,9.2,70847.0,6,SUV,4,5,92788.0,Grey ,Hallam, VIC
9284,Honda,2014-01-01,Civic,USED,Automatic,2.0,Front,Unleaded,7.5,118440.0,4,Sedan,4,5,17490.0,Silver ,Nundah, QLD
9285,Toyota,2020-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,7.9,37016.0,4,Ute / Tray,4,5,59894.0,Grey ,Kedron, QLD
9286,Nissan,2018-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,98322.0,4,SUV,4,7,29990.0,Grey ,Aspley, QLD
9287,Mazda,2017-01-01,CX-3,USED,Automatic,2.0,Front,Unleaded,6.1,144200.0,4,SUV,4,5,19990.0,White ,Coburg North, VIC
9290,Hyundai,2014-01-01,I30,USED,Automatic,1.8,Front,Unleaded,7.1,68367.0,4,Hatchback,5,5,19990.0,Silver ,Moorooka, QLD
9291,Toyota,2020-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,3.5,60319.0,4,Sedan,4,5,32490.0,White ,CAMBERWELL, VIC
9292,Toyota,2019-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,36991.0,4,SUV,5,5,45890.0,Blue ,Indooroopilly, QLD
9293,Nissan,2011-01-01,Dualis,USED,Automatic,2.0,Front,Unleaded,8.2,166000.0,4,SUV,4,5,9995.0,Black ,Acacia Ridge, QLD
9294,Subaru,2017-01-01,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,121315.0,4,SUV,4,5,25490.0,White ,Morningside, QLD
9295,Mazda,2017-01-01,BT-50,USED,Manual,2.2,Rear,Diesel,7.6,48872.0,4,Ute / Tray,2,3,26980.0,White ,Acacia Ridge, QLD
9296,Ford,2020-01-01,Ranger,USED,Automatic,2.0,4WD,Diesel,8.2,41544.0,4,Ute / Tray,4,5,70998.0,Grey ,Oakleigh, VIC
9297,Toyota,2005-01-01,RAV4,USED,Manual,2.4,4WD,Unleaded,9.4,205605.0,4,SUV,4,5,11990.0,Silver ,Moorabbin, VIC
9298,Volkswagen,2012-01-01,Passat,USED,Automatic,2.0,Front,Diesel,4.9,106500.0,4,Wagon,4,5,15850.0,Silver ,Kedron, QLD
9299,Land,2018-01-01,Rover,USED,Automatic,2.0,AWD,Diesel,5.1,67226.0,4,SUV,5,5,53888.0,Grey ,Albion, QLD
9300,Nissan,2014-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.2,104692.0,4,Ute / Tray,4,5,25990.0,White ,Woodridge, QLD
9301,Mazda,2017-01-01,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,72596.0,4,SUV,4,7,38870.0,Red ,Essendon Fields, VIC
9304,Mazda,2014-01-01,2,USED,Automatic,1.5,Front,Unleaded,6.8,118523.0,4,Hatchback,5,5,15990.0,Grey ,Hendra, QLD
9305,Hyundai,2017-01-01,I30,USED,Automatic,1.6,Front,Unleaded,7.5,19565.0,4,Hatchback,4,5,30997.0,Blue ,Oakleigh, VIC
9306,Toyota,2016-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,200825.0,4,Ute / Tray,4,5,43990.0,Black ,Elsternwick, VIC
9307,Toyota,2018-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,90912.0,4,SUV,4,5,33990.0,Red ,Mornington, VIC
9308,Toyota,2020-01-01,Fortuner,USED,Automatic,2.8,4WD,Diesel,7.6,45619.0,4,SUV,4,7,64990.0,White ,Mornington, VIC
9309,Volkswagen,2018-01-01,Golf,USED,Automatic,2.0,Front,Diesel,5.0,54872.0,4,Wagon,4,5,29950.0,Blue ,Port Melbourne, VIC
9310,Mitsubishi,2012-01-01,Lancer,USED,Automatic,2.0,Front,Unleaded,7.3,145800.0,4,Hatchback,5,5,9990.0,Red ,Coorparoo, QLD
9311,Toyota,2020-01-01,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,61435.0,4,SUV,5,5,45525.0,Blue ,Rocklea, QLD
9312,Kia,2016-01-01,RIO,USED,Automatic,1.4,Front,Unleaded,6.3,93684.0,4,Hatchback,5,5,15886.0,Red ,Ipswich, QLD
